gcf	phylum
GCF900115755	Bacteroidetes
GCF000240165	Actinobacteria
GCF001735805	Actinobacteria
GCF000192745	Proteobacteria
GCF000429965	Proteobacteria
GCF000622365	Proteobacteria
GCF000445445	Firmicutes
GCF001687545	Proteobacteria
GCF000439105	Firmicutes
GCF000797465	Bacteroidetes
GCF002015125	Proteobacteria
GCF000422705	Bacteroidetes
GCF000169155	not_annotated
GCF900141805	Bacteroidetes
GCF900108595	Proteobacteria
GCF000695095	not_annotated
GCF900086585	Firmicutes
GCF000210095	Firmicutes
GCF000153225	Bacteroidetes
GCF001468035	Proteobacteria
GCF900049755	Actinobacteria
GCF000739085	Actinobacteria
GCF000008465	Proteobacteria
GCF000190735	Bacteroidetes
GCF000010785	Aquificae
GCF000378625	Proteobacteria
GCF001050115	Firmicutes
GCF000973085	Fusobacteria
GCF900091655	Bacteroidetes
GCF001408335	Actinobacteria
GCF001598235	Proteobacteria
GCF001262055	Actinobacteria
GCF002142495	not_annotated
GCF000744105	Bacteroidetes
GCF000620945	Firmicutes
GCF900113085	Proteobacteria
GCF001282625	Bacteroidetes
GCF001467055	Proteobacteria
GCF900115225	Proteobacteria
GCF000473955	Bacteroidetes
GCF000018685	Firmicutes
GCF900167565	Proteobacteria
GCF002174125	not_annotated
GCF000498475	Bacteroidetes
GCF001458355	Proteobacteria
GCF900101475	Proteobacteria
GCF900107605	Proteobacteria
GCF001613545	not_annotated
GCF001623875	Firmicutes
GCF000308875	Actinobacteria
GCF000759345	Proteobacteria
GCF001707755	Proteobacteria
GCF001050435	Firmicutes
GCF001606025	Proteobacteria
GCF001486165	Firmicutes
GCF900128415	Firmicutes
GCF001701045	Synergistetes
GCF000601485	Proteobacteria
GCF000425725	Proteobacteria
GCF000385925	Firmicutes
GCF000993785	Actinobacteria
GCF000699505	Actinobacteria
GCF900119695	Actinobacteria
GCF001981245	Proteobacteria
GCF001642915	Planctomycetes
GCF000507845	Proteobacteria
GCF900110695	Firmicutes
GCF000023925	Actinobacteria
GCF000466985	Proteobacteria
GCF001586215	Actinobacteria
GCF000590475	Proteobacteria
GCF000224985	Firmicutes
GCF000237065	Proteobacteria
GCF000768345	Proteobacteria
GCF000014745	Proteobacteria
GCF900010725	not_annotated
GCF000429045	Proteobacteria
GCF001515305	Proteobacteria
GCF900172345	not_annotated
GCF001307765	Proteobacteria
GCF000025965	Proteobacteria
GCF000321205	Bacteroidetes
GCF001457455	Actinobacteria
GCF000423125	Proteobacteria
GCF000444995	Proteobacteria
GCF000698575	Proteobacteria
GCF000210055	not_annotated
GCF001375495	Actinobacteria
GCF000423305	Proteobacteria
GCF000176915	Proteobacteria
GCF001642875	Planctomycetes
GCF000250655	Firmicutes
GCF000164635	not_annotated
GCF001436095	Firmicutes
GCF000682755	Proteobacteria
GCF900115305	Bacteroidetes
GCF900119825	Proteobacteria
GCF002155895	not_annotated
GCF900115625	Firmicutes
GCF001455205	Proteobacteria
GCF000148995	Firmicutes
GCF001939045	Proteobacteria
GCF002005405	Firmicutes
GCF000744655	Actinobacteria
GCF900188005	not_annotated
GCF000688295	Proteobacteria
GCF002003265	Firmicutes
GCF001311845	not_annotated
GCF001310275	Actinobacteria
GCF900112755	Proteobacteria
GCF001437425	Firmicutes
GCF000454045	Actinobacteria
GCF000193225	not_annotated
GCF000012825	Bacteroidetes
GCF000688415	Actinobacteria
GCF900101065	Firmicutes
GCF000735045	not_annotated
GCF001941465	Actinobacteria
GCF001761465	Bacteroidetes
GCF000058485	Actinobacteria
GCF000332255	not_annotated
GCF002108605	Proteobacteria
GCF000620985	Firmicutes
GCF000314735	not_annotated
GCF000312045	Proteobacteria
GCF900188185	not_annotated
GCF000258175	Actinobacteria
GCF001598255	Proteobacteria
GCF002043005	Proteobacteria
GCF900104725	Actinobacteria
GCF900116255	Firmicutes
GCF000016745	Proteobacteria
GCF001431405	Proteobacteria
GCF000014345	Proteobacteria
GCF000737705	Bacteroidetes
GCF000812665	Proteobacteria
GCF001420915	Proteobacteria
GCF900129025	Bacteroidetes
GCF000821185	Proteobacteria
GCF000426585	Bacteroidetes
GCF000420045	Proteobacteria
GCF000521505	Proteobacteria
GCF900184245	not_annotated
GCF001559775	not_annotated
GCF000158275	Fusobacteria
GCF000420745	Proteobacteria
GCF000271665	Firmicutes
GCF900167055	Proteobacteria
GCF000757905	Proteobacteria
GCF900156345	Bacteroidetes
GCF000320365	Proteobacteria
GCF001318405	Firmicutes
GCF000620485	Proteobacteria
GCF000377005	Firmicutes
GCF001632485	Proteobacteria
GCF000174815	Bacteroidetes
GCF000426365	Proteobacteria
GCF001717505	Firmicutes
GCF000210375	not_annotated
GCF000372885	Proteobacteria
GCF900103935	Actinobacteria
GCF900089455	Proteobacteria
GCF001655245	Actinobacteria
GCF001550135	Proteobacteria
GCF000521785	Proteobacteria
GCF000341065	not_annotated
GCF001552555	not_annotated
GCF000313565	Firmicutes
GCF000220235	Bacteroidetes
GCF000255495	Firmicutes
GCF000695795	Bacteroidetes
GCF001594265	Proteobacteria
GCF000422945	Bacteroidetes
GCF000309385	not_annotated
GCF000789395	Firmicutes
GCF000406925	Firmicutes
GCF002233675	not_annotated
GCF000468615	Bacteroidetes
GCF001447335	Proteobacteria
GCF000214035	Proteobacteria
GCF002056795	Bacteroidetes
GCF000621485	Firmicutes
GCF900106985	Bacteroidetes
GCF001644015	Proteobacteria
GCF000024265	Actinobacteria
GCF000737775	Bacteroidetes
GCF000708615	Bacteroidetes
GCF000374165	Actinobacteria
GCF000423045	Bacteroidetes
GCF000422345	Proteobacteria
GCF000018325	Firmicutes
GCF900103445	Proteobacteria
GCF000194925	Proteobacteria
GCF900116425	Bacteroidetes
GCF001570385	Actinobacteria
GCF000614585	Bacteroidetes
GCF001405555	Firmicutes
GCF900169515	Actinobacteria
GCF000300335	Proteobacteria
GCF000173915	Firmicutes
GCF000203895	Proteobacteria
GCF000717285	Actinobacteria
GCF000732635	Firmicutes
GCF000336255	Proteobacteria
GCF001971565	Proteobacteria
GCF900109885	Proteobacteria
GCF001509585	Proteobacteria
GCF001636335	Firmicutes
GCF001701025	Actinobacteria
GCF000247565	Proteobacteria
GCF001643955	Proteobacteria
GCF000616095	Proteobacteria
GCF000162475	Firmicutes
GCF000183425	Bacteroidetes
GCF001570765	Actinobacteria
GCF000617925	Proteobacteria
GCF900188405	not_annotated
GCF900115565	Actinobacteria
GCF001005315	Bacteroidetes
GCF000835165	Actinobacteria
GCF000261485	Proteobacteria
GCF002080415	Proteobacteria
GCF000496835	Firmicutes
GCF000226315	Proteobacteria
GCF000720455	Actinobacteria
GCF000025205	Actinobacteria
GCF001636295	Actinobacteria
GCF900112365	Bacteroidetes
GCF000148645	Proteobacteria
GCF000455225	Firmicutes
GCF000423665	Actinobacteria
GCF900116195	Proteobacteria
GCF001077885	Proteobacteria
GCF900115105	Proteobacteria
GCF000312425	Proteobacteria
GCF000745855	Proteobacteria
GCF000012965	Proteobacteria
GCF000211835	Proteobacteria
GCF000220255	Bacteroidetes
GCF000020465	Chlorobi
GCF000737325	Proteobacteria
GCF900112225	Proteobacteria
GCF001890765	not_annotated
GCF000223985	Proteobacteria
GCF002086255	Actinobacteria
GCF001544195	Firmicutes
GCF000737765	Bacteroidetes
GCF001636325	Firmicutes
GCF000379685	Actinobacteria
GCF000308255	Firmicutes
GCF000429225	Actinobacteria
GCF900104805	Proteobacteria
GCF000022085	Proteobacteria
GCF000701265	Proteobacteria
GCF900156815	Proteobacteria
GCF900105345	Actinobacteria
GCF000745425	Proteobacteria
GCF001314325	Proteobacteria
GCF000235505	Firmicutes
GCF900130015	Proteobacteria
GCF001998885	Firmicutes
GCF000296465	Bacteroidetes
GCF000787395	Proteobacteria
GCF000364845	Proteobacteria
GCF001945605	Firmicutes
GCF900105385	Actinobacteria
GCF900104245	Proteobacteria
GCF900107275	Firmicutes
GCF001449105	Proteobacteria
GCF000964315	Firmicutes
GCF000689195	Proteobacteria
GCF000190555	Deinococcus-Thermus
GCF000014025	Proteobacteria
GCF001659785	Actinobacteria
GCF900176885	Firmicutes
GCF001434315	Firmicutes
GCF000376645	Proteobacteria
GCF000262225	Fusobacteria
GCF900109895	not_annotated
GCF001202035	Proteobacteria
GCF001311905	not_annotated
GCF001465835	Firmicutes
GCF000160635	Firmicutes
GCF000233915	Proteobacteria
GCF002211765	not_annotated
GCF900100155	Proteobacteria
GCF001922385	Proteobacteria
GCF000379185	Bacteroidetes
GCF000428765	Proteobacteria
GCF000741165	Actinobacteria
GCF000169035	Actinobacteria
GCF900048895	Firmicutes
GCF000419685	Bacteroidetes
GCF000204195	Proteobacteria
GCF000757885	Firmicutes
GCF000429405	Bacteroidetes
GCF001644565	Deinococcus-Thermus
GCF001404895	Firmicutes
GCF000144605	Proteobacteria
GCF000153105	Planctomycetes
GCF000158175	Proteobacteria
GCF000014705	Proteobacteria
GCF000828835	Proteobacteria
GCF001043175	Proteobacteria
GCF000429065	Proteobacteria
GCF000718025	Actinobacteria
GCF900104745	Actinobacteria
GCF000021385	Proteobacteria
GCF001308145	Firmicutes
GCF001441615	Proteobacteria
GCF000442255	Proteobacteria
GCF000014925	Actinobacteria
GCF000817975	Proteobacteria
GCF900167105	Bacteroidetes
GCF001746855	Actinobacteria
GCF000775775	Proteobacteria
GCF001273835	Actinobacteria
GCF000525675	Proteobacteria
GCF000380105	Firmicutes
GCF002162335	Actinobacteria
GCF002197685	not_annotated
GCF001281695	not_annotated
GCF001940525	Proteobacteria
GCF900110675	Firmicutes
GCF900101995	Bacteroidetes
GCF900156535	Proteobacteria
GCF000428525	Proteobacteria
GCF900009265	not_annotated
GCF002120225	Bacteroidetes
GCF000156675	Firmicutes
GCF000613785	Bacteroidetes
GCF000173815	Firmicutes
GCF002161865	not_annotated
GCF001306115	not_annotated
GCF000022265	Proteobacteria
GCF001663155	Proteobacteria
GCF001641285	Proteobacteria
GCF001941445	Actinobacteria
GCF000745675	Actinobacteria
GCF900109035	Proteobacteria
GCF000701845	not_annotated
GCF002009175	Actinobacteria
GCF000348725	Proteobacteria
GCF900111155	Bacteroidetes
GCF000746645	Proteobacteria
GCF000724625	Armatimonadetes
GCF000014045	Proteobacteria
GCF000426525	Actinobacteria
GCF000378465	Proteobacteria
GCF000025005	not_annotated
GCF000055785	Proteobacteria
GCF001442515	Proteobacteria
GCF000412995	Spirochaetes
GCF000935025	Proteobacteria
GCF001630115	Firmicutes
GCF000423565	Bacteroidetes
GCF900100495	Proteobacteria
GCF000521565	Proteobacteria
GCF001038205	Proteobacteria
GCF000585375	not_annotated
GCF000722615	Proteobacteria
GCF000973725	Bacteroidetes
GCF001719165	Proteobacteria
GCF900167025	Spirochaetes
GCF900102055	Bacteroidetes
GCF001298265	Proteobacteria
GCF000185385	Firmicutes
GCF001263755	Actinobacteria
GCF001442785	Proteobacteria
GCF900112845	Actinobacteria
GCF000527095	Proteobacteria
GCF001020985	Actinobacteria
GCF000975155	Actinobacteria
GCF000143825	Actinobacteria
GCF900115665	Bacteroidetes
GCF000248015	Proteobacteria
GCF000785515	Firmicutes
GCF900188205	not_annotated
GCF001611975	Proteobacteria
GCF900102815	Actinobacteria
GCF000236705	Bacteroidetes
GCF000425565	Proteobacteria
GCF900113285	Bacteroidetes
GCF001698205	Proteobacteria
GCF000468055	Spirochaetes
GCF000732945	Actinobacteria
GCF000341085	Actinobacteria
GCF000012865	Firmicutes
GCF000377625	Bacteroidetes
GCF000374625	Proteobacteria
GCF000252445	Deinococcus-Thermus
GCF000495935	Bacteroidetes
GCF000230275	Firmicutes
GCF000015725	Proteobacteria
GCF001592085	Firmicutes
GCF001460635	Proteobacteria
GCF000196455	Firmicutes
GCF000175795	Firmicutes
GCF000314975	Proteobacteria
GCF900176865	Actinobacteria
GCF000764535	Proteobacteria
GCF001886695	Proteobacteria
GCF001189955	Proteobacteria
GCF001678945	Proteobacteria
GCF000162015	Firmicutes
GCF000718095	Actinobacteria
GCF000826105	Proteobacteria
GCF001315015	Proteobacteria
GCF000565015	Bacteroidetes
GCF000013885	Proteobacteria
GCF001281525	Firmicutes
GCF900111885	Actinobacteria
GCF000473365	Bacteroidetes
GCF001375595	Proteobacteria
GCF000016565	Proteobacteria
GCF001729525	Actinobacteria
GCF000169235	Firmicutes
GCF001644705	Proteobacteria
GCF000008345	Actinobacteria
GCF000143165	Chloroflexi
GCF900112525	Actinobacteria
GCF000430665	Bacteroidetes
GCF000671395	Proteobacteria
GCF900120405	Firmicutes
GCF000768355	Proteobacteria
GCF000829515	Firmicutes
GCF900113275	Proteobacteria
GCF001587375	Firmicutes
GCF000315525	Proteobacteria
GCF000426725	Bacteroidetes
GCF000012685	Proteobacteria
GCF000379705	Actinobacteria
GCF000503775	Firmicutes
GCF001922575	Proteobacteria
GCF002005305	Proteobacteria
GCF000426225	Proteobacteria
GCF001753205	Firmicutes
GCF000763905	Proteobacteria
GCF000312105	Actinobacteria
GCF001405615	Firmicutes
GCF000092225	Actinobacteria
GCF000831385	Bacteroidetes
GCF000018025	Proteobacteria
GCF001659685	Bacteroidetes
GCF900176135	Bacteroidetes
GCF000312405	Firmicutes
GCF000687875	Proteobacteria
GCF000612485	Proteobacteria
GCF001456115	Proteobacteria
GCF001280225	Proteobacteria
GCF001676875	Proteobacteria
GCF001028025	Firmicutes
GCF900105725	Actinobacteria
GCF900086725	Firmicutes
GCF000025925	Bacteroidetes
GCF001741865	Proteobacteria
GCF000016405	Proteobacteria
GCF001613245	Actinobacteria
GCF000218895	Bacteroidetes
GCF002086215	Actinobacteria
GCF001543325	Bacteroidetes
GCF900156605	Proteobacteria
GCF001586165	Proteobacteria
GCF002115755	Proteobacteria
GCF900142755	Proteobacteria
GCF900114285	Proteobacteria
GCF000688455	Acidobacteria
GCF001277995	Actinobacteria
GCF002101785	Actinobacteria
GCF000145275	Firmicutes
GCF000019965	not_annotated
GCF900168015	Bacteroidetes
GCF900188095	not_annotated
GCF001418005	Proteobacteria
GCF000378105	Verrucomicrobia
GCF001620265	Proteobacteria
GCF001866515	Proteobacteria
GCF000196175	Proteobacteria
GCF000156655	Firmicutes
GCF000023705	Proteobacteria
GCF000021745	Proteobacteria
GCF900109115	Actinobacteria
GCF001722515	not_annotated
GCF900101815	Bacteroidetes
GCF900100665	Proteobacteria
GCF900102905	Proteobacteria
GCF900188235	not_annotated
GCF001458435	Proteobacteria
GCF002218195	not_annotated
GCF002195995	not_annotated
GCF900188295	not_annotated
GCF000696485	Proteobacteria
GCF000014565	Actinobacteria
GCF900110645	Bacteroidetes
GCF000423585	Bacteroidetes
GCF000020725	Proteobacteria
GCF000770795	Proteobacteria
GCF000331105	Bacteroidetes
GCF001434695	Firmicutes
GCF001463905	Proteobacteria
GCF000278155	Proteobacteria
GCF001552275	Firmicutes
GCF900156765	Bacteroidetes
GCF900176575	Firmicutes
GCF000702765	Tenericutes
GCF002014855	Proteobacteria
GCF000231275	Bacteroidetes
GCF000969445	Proteobacteria
GCF000227705	Firmicutes
GCF001049735	Proteobacteria
GCF900089765	Proteobacteria
GCF000420765	Proteobacteria
GCF002224425	Firmicutes
GCF001700325	Firmicutes
GCF000442645	Actinobacteria
GCF001592345	not_annotated
GCF001641005	Actinobacteria
GCF000739915	Firmicutes
GCF900142565	Bacteroidetes
GCF000718315	Actinobacteria
GCF000154345	Firmicutes
GCF000164135	Actinobacteria
GCF000471045	Actinobacteria
GCF001940565	Firmicutes
GCF000767615	Proteobacteria
GCF000765745	not_annotated
GCF000025265	Actinobacteria
GCF900105585	Actinobacteria
GCF900114325	Proteobacteria
GCF000512205	Proteobacteria
GCF002211145	Proteobacteria
GCF000195275	Spirochaetes
GCF000011245	Firmicutes
GCF001311925	Firmicutes
GCF001483135	Bacteroidetes
GCF000020365	Proteobacteria
GCF001877035	Firmicutes
GCF900111925	Actinobacteria
GCF001008165	Proteobacteria
GCF001310085	Bacteroidetes
GCF001465795	Firmicutes
GCF000178955	Acidobacteria
GCF000827555	Bacteroidetes
GCF001613145	Actinobacteria
GCF000504285	not_annotated
GCF900167535	Verrucomicrobia
GCF900156695	Proteobacteria
GCF001027925	Planctomycetes
GCF000317225	not_annotated
GCF002101675	Actinobacteria
GCF900172285	not_annotated
GCF001046635	Proteobacteria
GCF000159635	Actinobacteria
GCF000269865	Firmicutes
GCF001936335	Firmicutes
GCF001956185	Firmicutes
GCF001499675	Proteobacteria
GCF900100975	Proteobacteria
GCF001564455	Firmicutes
GCF900086715	Firmicutes
GCF000154465	Bacteroidetes
GCF000166275	Bacteroidetes
GCF000389635	Firmicutes
GCF000422085	Proteobacteria
GCF002150685	not_annotated
GCF000622425	Proteobacteria
GCF000739695	Proteobacteria
GCF000147835	Proteobacteria
GCF000242635	Bacteroidetes
GCF000705255	Proteobacteria
GCF900129325	Proteobacteria
GCF001590785	Firmicutes
GCF900105165	Bacteroidetes
GCF001953955	Bacteroidetes
GCF001592305	Proteobacteria
GCF001887245	Actinobacteria
GCF000828635	Proteobacteria
GCF900188355	not_annotated
GCF900142225	Firmicutes
GCF000429005	Proteobacteria
GCF900129445	Bacteroidetes
GCF000238095	Firmicutes
GCF000300875	Bacteroidetes
GCF000312005	Actinobacteria
GCF000735695	not_annotated
GCF000685315	Proteobacteria
GCF000420405	Actinobacteria
GCF000160655	Proteobacteria
GCF000188055	Firmicutes
GCF000007705	Proteobacteria
GCF000420065	Actinobacteria
GCF000158215	Fusobacteria
GCF000373265	Bacteroidetes
GCF000022325	Firmicutes
GCF900141865	Firmicutes
GCF001281485	Proteobacteria
GCF000025945	Proteobacteria
GCF000526695	Proteobacteria
GCF000243115	Bacteroidetes
GCF900129085	Firmicutes
GCF000819445	Actinobacteria
GCF900142605	Bacteroidetes
GCF000755145	Spirochaetes
GCF000012305	Proteobacteria
GCF900143275	Proteobacteria
GCF000744785	Actinobacteria
GCF000156015	Firmicutes
GCF001189915	Proteobacteria
GCF000757825	Proteobacteria
GCF001063195	Actinobacteria
GCF000372845	Proteobacteria
GCF001298465	Proteobacteria
GCF000020605	Firmicutes
GCF001595645	Proteobacteria
GCF900129885	Proteobacteria
GCF000488275	Proteobacteria
GCF001029455	Proteobacteria
GCF000425145	Bacteroidetes
GCF000714935	Firmicutes
GCF900101915	Proteobacteria
GCF000959725	Proteobacteria
GCF001865995	Firmicutes
GCF000153765	Proteobacteria
GCF000154485	Firmicutes
GCF000154445	Firmicutes
GCF900155525	Proteobacteria
GCF000154505	Firmicutes
GCF000953695	Proteobacteria
GCF000018145	Proteobacteria
GCF000307265	Firmicutes
GCF000156355	Proteobacteria
GCF000379885	Actinobacteria
GCF000023145	Actinobacteria
GCF001025155	Actinobacteria
GCF000974785	Bacteroidetes
GCF001547935	Proteobacteria
GCF000786575	Bacteroidetes
GCF000242435	Firmicutes
GCF000764025	Proteobacteria
GCF000265365	Bacteroidetes
GCF900112325	Actinobacteria
GCF001598435	Proteobacteria
GCF000205025	Proteobacteria
GCF001444425	Proteobacteria
GCF900106585	Firmicutes
GCF000757385	Bacteroidetes
GCF000745125	Firmicutes
GCF002003465	Firmicutes
GCF900113745	Proteobacteria
GCF000421245	Actinobacteria
GCF900095795	Bacteroidetes
GCF000829235	not_annotated
GCF001643015	Actinobacteria
GCF001953075	Proteobacteria
GCF900099755	Actinobacteria
GCF900142235	Firmicutes
GCF001953305	Bacteroidetes
GCF002156545	not_annotated
GCF900167575	Actinobacteria
GCF001544075	Proteobacteria
GCF000379865	Actinobacteria
GCF000285835	Actinobacteria
GCF000283615	Firmicutes
GCF000300855	Proteobacteria
GCF000219535	Firmicutes
GCF000741695	Actinobacteria
GCF001945525	Firmicutes
GCF002073635	Proteobacteria
GCF000265505	Bacteroidetes
GCF000347695	Actinobacteria
GCF000175375	Actinobacteria
GCF000829395	Firmicutes
GCF002117125	Bacteroidetes
GCF001404515	Proteobacteria
GCF000739995	Proteobacteria
GCF000236565	not_annotated
GCF000012925	Proteobacteria
GCF000763375	Actinobacteria
GCF000144625	Firmicutes
GCF000686505	Firmicutes
GCF900102135	Proteobacteria
GCF000026505	Firmicutes
GCF001936625	Firmicutes
GCF001698225	Actinobacteria
GCF000315445	Firmicutes
GCF000284015	Actinobacteria
GCF000473225	Proteobacteria
GCF900129925	Firmicutes
GCF000430025	Bacteroidetes
GCF001586195	Firmicutes
GCF000379765	Bacteroidetes
GCF000152625	Proteobacteria
GCF900187985	not_annotated
GCF000785105	Firmicutes
GCF000614145	Bacteroidetes
GCF000515335	Firmicutes
GCF001696535	Proteobacteria
GCF000947195	Proteobacteria
GCF001700895	Proteobacteria
GCF000368785	Proteobacteria
GCF002151265	not_annotated
GCF900090295	not_annotated
GCF000614205	Bacteroidetes
GCF000245815	Firmicutes
GCF900103735	Bacteroidetes
GCF000160115	Firmicutes
GCF001541235	Proteobacteria
GCF000732925	Actinobacteria
GCF001660485	Actinobacteria
GCF000262405	Proteobacteria
GCF000023825	Bacteroidetes
GCF000428785	Proteobacteria
GCF001443675	Proteobacteria
GCF000313915	Firmicutes
GCF000425105	Actinobacteria
GCF900103625	Actinobacteria
GCF000020685	Deinococcus-Thermus
GCF000011485	not_annotated
GCF000212375	Bacteroidetes
GCF000328725	Tenericutes
GCF001436575	Firmicutes
GCF002093975	Actinobacteria
GCF001645385	Actinobacteria
GCF000006605	Actinobacteria
GCF900166625	Firmicutes
GCF900167165	Firmicutes
GCF000349725	Firmicutes
GCF000469345	Firmicutes
GCF000178835	Firmicutes
GCF000619905	Proteobacteria
GCF001747105	Bacteroidetes
GCF001895045	Actinobacteria
GCF002208805	Firmicutes
GCF001995095	Proteobacteria
GCF900111375	Actinobacteria
GCF900169305	Firmicutes
GCF000161975	Firmicutes
GCF002077945	Bacteroidetes
GCF000504145	Firmicutes
GCF002009015	not_annotated
GCF900176475	Proteobacteria
GCF900110425	Proteobacteria
GCF000421225	Actinobacteria
GCF000019745	Proteobacteria
GCF001418685	Bacteroidetes
GCF000964005	Actinobacteria
GCF000753715	Proteobacteria
GCF001418245	Proteobacteria
GCF000729985	Bacteroidetes
GCF001278115	Bacteroidetes
GCF001610955	Firmicutes
GCF900129235	Proteobacteria
GCF900177775	not_annotated
GCF001444445	Bacteroidetes
GCF900168365	Firmicutes
GCF000367925	Proteobacteria
GCF900094705	Bacteroidetes
GCF900187375	not_annotated
GCF001911425	Bacteroidetes
GCF000186165	Proteobacteria
GCF000832985	Firmicutes
GCF000427335	Bacteroidetes
GCF000422365	Bacteroidetes
GCF002211785	not_annotated
GCF000614355	Bacteroidetes
GCF000376885	Actinobacteria
GCF001458315	Proteobacteria
GCF000278295	Proteobacteria
GCF002007565	Proteobacteria
GCF001889065	not_annotated
GCF900116175	Proteobacteria
GCF000153885	Firmicutes
GCF000331515	Proteobacteria
GCF000167355	not_annotated
GCF900100375	Bacteroidetes
GCF000510645	Firmicutes
GCF900176335	Firmicutes
GCF000428865	Firmicutes
GCF000146675	Bacteroidetes
GCF000419525	Proteobacteria
GCF900176515	Actinobacteria
GCF000185505	Firmicutes
GCF000021025	Proteobacteria
GCF900106975	Proteobacteria
GCF000513295	Proteobacteria
GCF900115115	Bacteroidetes
GCF000269605	Actinobacteria
GCF001045435	Bacteroidetes
GCF000219605	Proteobacteria
GCF900091615	Actinobacteria
GCF000759855	not_annotated
GCF000015025	Actinobacteria
GCF000718985	Actinobacteria
GCF900188225	not_annotated
GCF000194155	Actinobacteria
GCF000255705	Planctomycetes
GCF000819885	Proteobacteria
GCF001950115	Firmicutes
GCF900099675	Bacteroidetes
GCF000421565	Actinobacteria
GCF001941715	Proteobacteria
GCF001404455	Firmicutes
GCF001449115	Acidobacteria
GCF001553955	Proteobacteria
GCF900168045	Bacteroidetes
GCF000948975	Proteobacteria
GCF002086305	Actinobacteria
GCF000744515	Proteobacteria
GCF000317855	Firmicutes
GCF900100475	Proteobacteria
GCF900067235	Firmicutes
GCF000800615	Proteobacteria
GCF000250635	Bacteroidetes
GCF000210915	Proteobacteria
GCF001550055	Proteobacteria
GCF000613505	Bacteroidetes
GCF000277795	Tenericutes
GCF000154805	Firmicutes
GCF000711225	Proteobacteria
GCF900188275	not_annotated
GCF000648515	Proteobacteria
GCF000599985	Proteobacteria
GCF000245755	Firmicutes
GCF002155685	not_annotated
GCF001750215	Actinobacteria
GCF000716805	not_annotated
GCF000498495	Bacteroidetes
GCF000284255	Proteobacteria
GCF002201515	not_annotated
GCF000426885	Proteobacteria
GCF900104845	Proteobacteria
GCF000285915	Actinobacteria
GCF000723205	Bacteroidetes
GCF000012845	Bacteroidetes
GCF000375465	Balneolaeota
GCF000335475	Proteobacteria
GCF000420705	Bacteroidetes
GCF900129315	Balneolaeota
GCF001558415	Proteobacteria
GCF000015665	not_annotated
GCF900116065	Proteobacteria
GCF001281175	Firmicutes
GCF900113015	Actinobacteria
GCF000332295	not_annotated
GCF000975135	Actinobacteria
GCF001010945	Proteobacteria
GCF001998905	Proteobacteria
GCF002019645	Firmicutes
GCF900094545	Proteobacteria
GCF000815185	Proteobacteria
GCF000025485	Proteobacteria
GCF001050275	not_annotated
GCF000819565	Proteobacteria
GCF000427645	Proteobacteria
GCF000231405	Firmicutes
GCF001442535	Proteobacteria
GCF001592735	Proteobacteria
GCF900128905	Bacteroidetes
GCF001865575	Proteobacteria
GCF000016345	Proteobacteria
GCF000424665	Bacteroidetes
GCF002088235	Proteobacteria
GCF000334455	Actinobacteria
GCF001190755	Proteobacteria
GCF000170895	Proteobacteria
GCF000717135	Actinobacteria
GCF001957165	Proteobacteria
GCF001418575	not_annotated
GCF000153485	Bacteroidetes
GCF001697225	Proteobacteria
GCF000443165	Proteobacteria
GCF000160575	Firmicutes
GCF001685395	Firmicutes
GCF000525775	Firmicutes
GCF000831485	Firmicutes
GCF000826655	Bacteroidetes
GCF900176155	Actinobacteria
GCF000255455	Bacteroidetes
GCF000023065	Proteobacteria
GCF001643975	not_annotated
GCF001305295	Proteobacteria
GCF001572725	Proteobacteria
GCF001570865	Actinobacteria
GCF000763885	Proteobacteria
GCF000023605	Proteobacteria
GCF000024065	Actinobacteria
GCF001885585	Proteobacteria
GCF000023285	Bacteroidetes
GCF001761345	Proteobacteria
GCF900156065	Actinobacteria
GCF002050515	Firmicutes
GCF900128895	Proteobacteria
GCF000427445	Proteobacteria
GCF001308265	Proteobacteria
GCF000340565	not_annotated
GCF000014785	Proteobacteria
GCF000266885	Spirochaetes
GCF000156535	Firmicutes
GCF001192835	Bacteroidetes
GCF000158475	Proteobacteria
GCF000943555	Bacteroidetes
GCF000814475	Bacteroidetes
GCF900102835	Bacteroidetes
GCF001999985	Proteobacteria
GCF000438455	Firmicutes
GCF900188325	not_annotated
GCF001969385	Proteobacteria
GCF000747155	Proteobacteria
GCF000832605	Firmicutes
GCF000379525	Proteobacteria
GCF000378725	Firmicutes
GCF001747085	Bacteroidetes
GCF000385135	Actinobacteria
GCF000253275	Bacteroidetes
GCF000759445	Proteobacteria
GCF001552535	Actinobacteria
GCF900096895	Proteobacteria
GCF000019225	Proteobacteria
GCF000025225	Firmicutes
GCF000159035	Actinobacteria
GCF000761485	Actinobacteria
GCF000422985	Proteobacteria
GCF000972575	Firmicutes
GCF000023125	Bacteroidetes
GCF000184945	Bacteroidetes
GCF000306965	Firmicutes
GCF002117445	Proteobacteria
GCF900115085	Proteobacteria
GCF000474945	Proteobacteria
GCF001045675	Firmicutes
GCF000711715	Proteobacteria
GCF000711985	Proteobacteria
GCF002072955	Proteobacteria
GCF000015125	Chlorobi
GCF002179165	Proteobacteria
GCF900155405	Firmicutes
GCF000154825	Firmicutes
GCF000785985	Actinobacteria
GCF001677435	Proteobacteria
GCF000294775	Firmicutes
GCF001028625	Proteobacteria
GCF000429265	Actinobacteria
GCF001038425	Firmicutes
GCF000247995	Actinobacteria
GCF001931675	Proteobacteria
